원본_업종명,정규화_업종명,KSIC_코드_4자리,KSIC_명칭,매칭_레벨,매칭_방식,매칭_스코어,KSIC_코드_5자리,5자리_모호성,KSIC_코드_11차,변경유형
천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,0722,천일염 생산 및 암염 채취업,hwp_5digit,hwp_exact,1.0,07220,False,,
철 광업,철 광업,0610,철 광업,hwp_5digit,hwp_exact,1.0,06100,False,,
"철강 압연, 압출 및 연신제품 제조업",철강 압연 압출 및 연신제품 제조업,242,"철강 압연, 압출 및 연신제품 제조업",sub,exact,1.0,,False,,
철강 주조업,철강 주조업,2412,철강선 제조업,hwp_5digit,hwp_fuzzy,0.7692,24123,False,,
철강관 제조업,철강관 제조업,2430,철강관 제조업,basic,exact,1.0,,False,,
철강선 제조업,철강선 제조업,2423,철강선 제조업,basic,exact,1.0,,False,,
철골 및 관련 구조물 공사업,철골 및 관련 구조물 공사업,4213,철골 및 관련 구조물 공사업,hwp_5digit,hwp_exact,1.0,42131,False,,
"철골, 철근 및 콘크리트 공사업",철골 철근 및 콘크리트 공사업,4213,철골 및 관련 구조물 공사업,manual,manual_override,1.0,42131,False,,
철도 여객 운송업,철도 여객 운송업,4921,도로 여객 운송업,basic,fuzzy,0.8889,,False,,
철도 운송업,철도 운송업,4910,철도 운송업,basic,exact,1.0,,False,,
철도 운송지원 서비스업,철도 운송지원 서비스업,5213,항공 운송지원 서비스업,basic,fuzzy,0.8333,,False,,
철도궤도 전문공사업,철도궤도 전문공사업,4213,철도궤도 전문공사업,hwp_5digit,hwp_exact,1.0,42135,False,,
철도장비 제조업,철도장비 제조업,3110,철도장비 제조업,basic,exact,1.0,,False,,
철도차량 부품 및 관련 장치물 제조업,철도차량 부품 및 관련 장치물 제조업,3120,철도차량 부품 및 관련 장치물 제조업,hwp_5digit,hwp_exact,1.0,31202,False,,
철물 및 난방용구 소매업,철물 및 난방용구 소매업,4751,철물 및 난방용구 소매업,hwp_5digit,hwp_exact,1.0,47511,False,,
"철물, 공구, 창호 및 건설자재 소매업",철물 공구 창호 및 건설자재 소매업,4751,"페인트, 창호 및 기타 건설자재 소매업",manual,manual_override,1.0,47519,False,,
"철물, 금속 파스너 및 수공구 도매업",철물 금속 파스너 및 수공구 도매업,4662,"철물, 금속 파스너 및 수공구 도매업",hwp_5digit,hwp_exact,1.0,46622,False,,
청소년 수련시설 운영업,청소년 수련시설 운영업,8561,청소년 수련시설 운영업,hwp_5digit,hwp_exact,1.0,85614,False,,
체력단련시설 운영업,체력단련시설 운영업,9113,체력단련시설 운영업,hwp_5digit,hwp_exact,1.0,91132,False,,
체육공원 및 유사 공원 운영업,체육공원 및 유사 공원 운영업,9129,체육공원 및 유사 공원 운영업,hwp_5digit,hwp_exact,1.0,91292,False,,
체인화 편의점,체인화 편의점,4712,체인화 편의점,hwp_5digit,hwp_exact,1.0,47122,False,,
"체조, 육상 및 체력단련용 장비 제조업",체조 육상 및 체력단련용 장비 제조업,3330,"체조, 육상 및 체력단련용 장비 제조업",hwp_5digit,hwp_exact,1.0,33301,False,,
체형 등 기타 신체관리 서비스업,체형 등 기타 신체관리 서비스업,9612,체형 등 기타 신체관리 서비스업,hwp_5digit,hwp_exact,1.0,96129,False,,
초등 교육기관,초등 교육기관,8512,초등학교,manual,manual_override,1.0,85120,False,,
초등학교,초등학교,8512,초등학교,hwp_5digit,hwp_exact,1.0,85120,False,,
축산 관련 서비스업,축산 관련 서비스업,0130,농축산 관련서비스업,basic,fuzzy,0.9,,False,,
축산 분뇨 처리업,축산 분뇨 처리업,3702,축산 분뇨 처리업,hwp_5digit,hwp_exact,1.0,37022,False,,
축산업,축산업,012,축산업,sub,exact,1.0,,False,,
출장 음식 서비스업,출장 음식 서비스업,5613,출장 음식 서비스업,hwp_5digit,hwp_exact,1.0,56131,False,,
출판업,출판업,5811,서적 출판업,manual,manual_override,1.0,58110,False,,
"측량, 지질조사 및 지도제작업",측량 지질조사 및 지도제작업,7292,지질 조사·탐사 및 지도 제작업,linkage_11th,link11_fuzzy,0.7742,72923,False,72923,통합
측량업,측량업,7292,측량업,hwp_5digit,hwp_exact,1.0,72921,False,,
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",측정 시험 항해 제어 및 기타 정밀기기 제조업,2682,"측정, 시험, 항해, 제어기기 제조업",basic,fuzzy,0.8095,,False,,
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",측정 시험 항해 제어 및 기타 정밀기기 제조업,2682,"측정, 시험, 항해, 제어기기 제조업",basic,fuzzy,0.8095,,False,,
치과기공물 제조업,치과기공물 제조업,2719,치과기공물 제조업,linkage_11th,link11_exact,1.0,27192,False,27192,세분
치과용 기기 제조업,치과용 기기 제조업,2681,의료용 기기 제조업,basic,fuzzy,0.8,,False,,
치과용 임플란트 제조업,치과용 임플란트 제조업,2719,치과용 임플란트 제조업,linkage_11th,link11_exact,1.0,27193,False,27193,세분
"치약, 비누 및 기타 세제 제조업",치약 비누 및 기타 세제 제조업,2042,"치약, 비누 및 기타 세제 제조업",hwp_5digit,hwp_exact,1.0,20422,False,,
치킨 전문점,치킨 전문점,5619,치킨 전문점,hwp_5digit,hwp_exact,1.0,56193,False,,
침구 및 관련제품 제조업,침구 및 관련제품 제조업,1322,침구 및 관련제품 제조업,hwp_5digit,hwp_exact,1.0,13221,False,,
침대 및 내장가구 제조업,침대 및 내장가구 제조업,3201,소파 및 기타 내장가구 제조업,hwp_5digit,hwp_fuzzy,0.7586,32019,False,,
"카펫, 마루덮개 및 유사제품 제조업",카펫 마루덮개 및 유사제품 제조업,1391,"카펫, 마루덮개 및 유사제품 제조업",hwp_5digit,hwp_exact,1.0,13910,False,,
커튼 및 유사제품 제조업,커튼 및 유사제품 제조업,1322,커튼 및 유사제품 제조업,hwp_5digit,hwp_exact,1.0,13223,False,,
커튼 및 침구용품 도매업,커튼 및 침구용품 도매업,4641,커튼 및 침구용품 도매업,hwp_5digit,hwp_exact,1.0,46412,False,,
커피 가공업,커피 가공업,1079,커피 가공업,hwp_5digit,hwp_exact,1.0,10791,False,,
커피 및 차류 도매업,커피 및 차류 도매업,1082,커피 및 차류 가공업,basic,fuzzy,0.8182,,False,,
커피 전문점,커피 전문점,5622,커피 전문점,hwp_5digit,hwp_exact,1.0,56221,False,,
컨베이어장치 제조업,컨베이어장치 제조업,2916,컨베이어장치 제조업,hwp_5digit,hwp_exact,1.0,29163,False,,
컴퓨터 게임방 운영업,컴퓨터 게임방 운영업,9122,컴퓨터 게임방 운영업,hwp_5digit,hwp_exact,1.0,91222,False,,
컴퓨터 모니터 제조업,컴퓨터 모니터 제조업,2632,컴퓨터 모니터 제조업,hwp_5digit,hwp_exact,1.0,26322,False,,
컴퓨터 및 사무용 기계ㆍ장비 임대업,컴퓨터 및 사무용 기계장비 임대업,6932,컴퓨터 및 사무용 기계장비 임대업,hwp_5digit,hwp_exact,1.0,69320,False,,
컴퓨터 및 주변 기기 수리업,컴퓨터 및 주변 기기 수리업,3409,컴퓨터 주변기기,io_name,io_fuzzy,0.8421,26322101,True,,
컴퓨터 및 주변장치 제조업,컴퓨터 및 주변장치 제조업,265,컴퓨터 및 주변장치 제조업,sub,exact,1.0,,False,,
"컴퓨터 및 주변장치, 소프트웨어 도매업",컴퓨터 및 주변장치 소프트웨어 도매업,4651,"컴퓨터 및 주변장치, 소프트웨어 도매업",hwp_5digit,hwp_exact,1.0,46510,False,,
"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",컴퓨터 및 주변장치 소프트웨어 및 통신기기 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 소매업",hwp_5digit,hwp_fuzzy,0.8511,47311,False,,
"컴퓨터 및 주변장치, 소프트웨어 소매업",컴퓨터 및 주변장치 소프트웨어 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 소매업",hwp_5digit,hwp_exact,1.0,47311,False,,
컴퓨터 제조업,컴퓨터 제조업,2651,컴퓨터 제조업,basic,exact,1.0,,False,,
컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업,6201,컴퓨터 프로그래밍 서비스업,hwp_5digit,hwp_exact,1.0,62010,False,,
"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터 프로그래밍 시스템 통합 및 관리업,6200,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",basic,exact,1.0,,False,,
컴퓨터 프린터 제조업,컴퓨터 프린터 제조업,2632,컴퓨터 프린터 제조업,hwp_5digit,hwp_exact,1.0,26323,False,,
컴퓨터 학원,컴퓨터 학원,8569,컴퓨터 학원,hwp_5digit,hwp_exact,1.0,85691,False,,
컴퓨터시설 관리업,컴퓨터시설 관리업,6202,컴퓨터시설 관리업,hwp_5digit,hwp_exact,1.0,62022,False,,
컴퓨터시스템 통합 자문 및 구축 서비스업,컴퓨터시스템 통합 자문 및 구축 서비스업,6202,컴퓨터시스템 통합 자문 및 구축 서비스업,hwp_5digit,hwp_exact,1.0,62021,False,,
"컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 구축 및 관리업,6202,컴퓨터시스템 통합 자문 및 구축 서비스업,hwp_5digit,hwp_fuzzy,0.7907,62021,False,,
코르크 및 조물제품 제조업,코르크 및 조물제품 제조업,1630,코르크 및 조물제품 제조업,hwp_5digit,hwp_exact,1.0,16300,False,,
코크스 및 연탄 제조업,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업,basic,exact,1.0,,False,,
"코크스, 연탄 및 석유정제품 제조업",코크스 연탄 및 석유정제품 제조업,19,코크스 및 석유정제품 제조업,mid,fuzzy,0.9091,,False,,
콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,2332,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,hwp_5digit,hwp_exact,1.0,23325,False,,
콘크리트 및 철근 공사업,콘크리트 및 철근 공사업,4213,콘크리트 및 철근 공사업,hwp_5digit,hwp_exact,1.0,42132,False,,
"콘크리트 타일, 기와, 벽돌 및 블록 제조업",콘크리트 타일 기와 벽돌 및 블록 제조업,2332,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",hwp_5digit,hwp_exact,1.0,23324,False,,
"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 레미콘 및 기타 시멘트 플라스터 제품 제조업,2342,"콘크리트, 시멘트 및 플라스터제품 제조업",manual,manual_override,1.0,23420,False,,
콜센터 및 텔레마케팅 서비스업,콜센터 및 텔레마케팅 서비스업,7599,콜센터 및 텔레마케팅 서비스업,hwp_5digit,hwp_exact,1.0,75991,False,,
크라프트지 및 기타 상자용 판지 제조업,크라프트지 및 기타 상자용 판지 제조업,1712,크라프트지 및 상자용 판지 제조업,hwp_5digit,hwp_fuzzy,0.9231,17123,False,,
타일 및 유사 비내화 요업제품 제조업,타일 및 유사 비내화 요업제품 제조업,2323,타일 및 유사 비내화 요업제품 제조업,hwp_5digit,hwp_exact,1.0,23232,False,,
탁주 및 약주 제조업,탁주 및 약주 제조업,1111,탁주 및 약주 제조업,hwp_5digit,hwp_exact,1.0,11111,False,,
탄소섬유 제조업,탄소섬유 제조업,2399,탄소섬유 제조업,hwp_5digit,hwp_exact,1.0,23995,False,,
태양력 발전업,태양력 발전업,3511,태양력 발전업,hwp_5digit,hwp_exact,1.0,35114,False,,
택배업,택배업,4940,택배업,hwp_5digit,hwp_exact,1.0,49401,False,,
택시 운송업,택시 운송업,4923,택시 운송업,hwp_5digit,hwp_exact,1.0,49231,False,,
"탭, 밸브 및 유사장치 제조업",탭 밸브 및 유사장치 제조업,2913,"탭, 밸브 및 유사장치 제조업",hwp_5digit,hwp_exact,1.0,29133,False,,
텔레비전 방송업,텔레비전 방송업,2651,텔레비전 제조업,hwp_5digit,hwp_fuzzy,0.75,26511,False,,
텔레비전 제조업,텔레비전 제조업,2671,텔레비전 제조업,basic,exact,1.0,,False,,
"텔레비전, 비디오 및 기타 영상기기 제조업",텔레비전 비디오 및 기타 영상기기 제조업,2672,비디오 및 기타 영상기기 제조업,basic,fuzzy,0.8718,,False,,
토공사업,토공사업,4212,토공사업,hwp_5digit,hwp_exact,1.0,42121,False,,
토목 건설업,토목 건설업,42,토목 건설업,mid,exact,1.0,,False,,
토목시설물 건설업,토목시설물 건설업,422,일반토목시설 건설업,sub,fuzzy,0.8421,,False,,
토양 및 지하수 정화업,토양 및 지하수 정화업,3900,토양 및 지하수 정화업,hwp_5digit,hwp_exact,1.0,39001,False,,
톱 및 호환성 공구 제조업,톱 및 호환성 공구 제조업,2593,톱 및 호환성 공구 제조업,hwp_5digit,hwp_exact,1.0,25934,False,,
통관 대리 및 관련서비스업,통관 대리 및 관련서비스업,5299,통관 대리 및 관련서비스업,hwp_5digit,hwp_exact,1.0,52991,False,,
통신 공사업,통신 공사업,4232,일반 통신 공사업,hwp_5digit,hwp_fuzzy,0.8,42321,False,,
통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,266,통신 및 방송장비 제조업,sub,fuzzy,0.963,,False,,
통신 재판매업,통신 재판매업,6129,통신 재판매업,hwp_5digit,hwp_exact,1.0,61291,False,,
통신 판매업,통신 판매업,6129,통신 재판매업,hwp_5digit,hwp_fuzzy,0.9231,61291,False,,
통신ㆍ방송장비 및 부품 도매업,통신방송장비 및 부품 도매업,4652,통신ㆍ방송장비 및 부품 도매업,linkage_11th,link11_exact,1.0,46522,False,46522,
통신기기 소매업,통신기기 소매업,3511,유선통신기기,io_name,io_fuzzy,0.8,26410101,True,,
통신장비 수리업,통신장비 수리업,9512,통신장비 수리업,hwp_5digit,hwp_exact,1.0,95120,False,,
투자 자문업 및 투자 일임업,투자 자문업 및 투자 일임업,6619,투자 자문업 및 투자 일임업,hwp_5digit,hwp_exact,1.0,66192,False,,
트레일러 및 세미등산로로 제조업,트레일러 및 세미등산로로 제조업,3020,트레일러 및 세미트레일러 제조업,hwp_5digit,hwp_fuzzy,0.7647,30203,False,,
특수 목적용 기계 제조업,특수 목적용 기계 제조업,2899,기타 특수목적용 기계 제조업,basic,fuzzy,0.8571,,False,,
특수 직물 및 기타 직물 직조업,특수 직물 및 기타 직물 직조업,1321,특수 직물 및 기타 직물 직조업,hwp_5digit,hwp_exact,1.0,13219,False,,
특수여객자동차 운송업,특수여객자동차 운송업,4923,특수여객자동차 운송업,hwp_5digit,hwp_exact,1.0,49233,False,,
파이프라인 운송업,파이프라인 운송업,4950,파이프라인 운송업,hwp_5digit,hwp_exact,1.0,49500,False,,
파일공사 및 축조관련 기초 공사업,파일공사 및 축조관련 기초 공사업,4212,파일공사 및 축조관련 기초 공사업,hwp_5digit,hwp_exact,1.0,42123,False,,
판유리 및 판유리 가공품 제조업,판유리 및 판유리 가공품 제조업,2311,판유리 및 판유리 가공품 제조업,basic,exact,1.0,,False,,
판유리 제조업,판유리 제조업,2311,판유리 제조업,hwp_5digit,hwp_exact,1.0,23110,False,,
판지 상자 및 용기 제조업,판지 상자 및 용기 제조업,1722,판지 상자 및 용기 제조업,hwp_5digit,hwp_exact,1.0,17222,False,,
"패션, 섬유류 및 기타 전문 디자인업",패션 섬유류 및 기타 전문 디자인업,7320,"패션, 섬유류 및 기타 전문 디자인업",hwp_5digit,hwp_exact,1.0,73209,False,,
펄프 제조업,펄프 제조업,1711,펄프 제조업,basic,exact,1.0,20111101,True,,
"펄프, 종이 및 종이제품 제조업",펄프 종이 및 종이제품 제조업,17,펄프 및 종이제품 제조업,mid,fuzzy,0.8966,,False,,
"펄프, 종이 및 판지 제조업",펄프 종이 및 판지 제조업,171,"펄프, 종이 및 판지 제조업",sub,exact,1.0,,False,,
"펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함",펌프 및 압축기 제조업,2820,"유압기기, 펌프 및 압축기 제조업",basic,fuzzy,0.8276,,False,,
"페인트, 창호 및 기타 건설자재 소매업",페인트 창호 및 기타 건설자재 소매업,4751,"페인트, 창호 및 기타 건설자재 소매업",hwp_5digit,hwp_exact,1.0,47519,False,,
편조원단 제조업,편조원단 제조업,1391,편조원단 제조업,basic,exact,1.0,,False,,
편조의복 액세서리 제조업,편조의복 액세서리 제조업,1441,기타 편조의복 액세서리 제조업,hwp_5digit,hwp_fuzzy,0.8966,14419,False,,
편조의복 제조업,편조의복 제조업,1402,편조의복 제조업,basic,exact,1.0,,False,,
