io_code,io_name,ksic_code
0111,벼,01110
0112,맥류 및 잡곡,01110
0113,콩류,01110
0113,콩류,01140
0114,감자류,01110
0114,감자류,01140
0121,채소,01121
0121,채소,01132
0121,채소,01151
0121,채소,01152
0121,채소,01159
0122,과실,01131
0122,과실,01152
0191,화훼작물,01122
0191,화훼작물,01152
0192,약용작물,01140
0192,약용작물,02030
0193,잎담배,01140
0194,천연고무,01140
0195,종자,01123
0196,기타식용작물,01132
0196,기타식용작물,01140
0199,기타 비식용작물,01140
0211,낙농,01211
0212,축우,01212
0291,양돈,01220
0292,가금,01231
0292,가금,01239
0299,기타축산,01291
0299,기타축산,01299
0301,영림,02011
0301,영림,02012
0302,원목,02020
0303,식용 임산물,02030
0309,기타 임산물,02020
0309,기타 임산물,02030
0401,수산어획,03111
0401,수산어획,03112
0401,수산어획,03120
0402,수산양식,03211
0402,수산양식,03212
0402,수산양식,03213
0500,농림어업 서비스,01411
0500,농림어업 서비스,01412
0500,농림어업 서비스,01420
0500,농림어업 서비스,02040
0500,농림어업 서비스,03213
0500,농림어업 서비스,03220
0500,농림어업 서비스,01500
0611,무연탄,05100101
0612,유연탄,05100109
0621,원유,05200101
0622,천연가스(LNG),05200102
0711,철광석,06100100
0719,기타 비철금속광석,06200100
0719,기타 비철금속광석,06200200
0719,기타 비철금속광석,06200300
0719,기타 비철금속광석,06200800
0721,골재 및 석재,07121101
0721,골재 및 석재,07121200
0721,골재 및 석재,07122101
0721,골재 및 석재,07122102
0722,석회석,07110100
0722,석회석,07121102
0729,기타 비금속광물,07110201
0729,기타 비금속광물,07110209
0729,기타 비금속광물,07122200
0729,기타 비금속광물,07210101
0729,기타 비금속광물,07210109
0729,기타 비금속광물,07220100
0729,기타 비금속광물,07290101
0729,기타 비금속광물,07290102
0729,기타 비금속광물,07290109
0811,도축육,10111101
0811,도축육,10111102
0811,도축육,10111109
0811,도축육,10111901
0811,도축육,10111902
0811,도축육,10122101
0812,가금육,10112101
0812,가금육,10112102
0812,가금육,10112109
0812,가금육,10112900
0812,가금육,10121102
0813,육가공품,10121101
0813,육가공품,10121109
0813,육가공품,10129101
0813,육가공품,10129102
0813,육가공품,10129103
0813,육가공품,10129104
0813,육가공품,10129105
0813,육가공품,10129109
0814,낙농품,10501101
0814,낙농품,10501102
0814,낙농품,10501103
0814,낙농품,10501104
0814,낙농품,10501105
0814,낙농품,10501106
0814,낙농품,10501107
0814,낙농품,10501109
0814,낙농품,10502101
0814,낙농품,10502102
0821,수산물 가공품,10211101
0821,수산물 가공품,10211102
0821,수산물 가공품,10211103
0821,수산물 가공품,10211104
0821,수산물 가공품,10211109
0821,수산물 가공품,10211199
0821,수산물 가공품,10211201
0821,수산물 가공품,10211202
0821,수산물 가공품,10211203
0821,수산물 가공품,10211204
0821,수산물 가공품,10211205
0821,수산물 가공품,10211209
0821,수산물 가공품,10219100
0821,수산물 가공품,10219809
0821,수산물 가공품,10219900
0821,수산물 가공품,10220101
0821,수산물 가공품,10220102
0821,수산물 가공품,10220103
0821,수산물 가공품,10220109
0822,수산동물 저장품,10212101
0822,수산동물 저장품,10212102
0822,수산동물 저장품,10212103
0822,수산동물 저장품,10212104
0822,수산동물 저장품,10212109
0822,수산동물 저장품,10212119
0822,수산동물 저장품,10212199
0822,수산동물 저장품,10212201
0822,수산동물 저장품,10212202
0822,수산동물 저장품,10212209
0822,수산동물 저장품,10212210
0822,수산동물 저장품,10213101
0822,수산동물 저장품,10213102
0822,수산동물 저장품,10213103
0822,수산동물 저장품,10213109
0822,수산동물 저장품,10213201
0822,수산동물 저장품,10213202
0831,정곡,10611101
0831,정곡,10611102
0831,정곡,10611109
0831,정곡,10611900
0832,제분,10612101
0832,제분,10612102
0832,제분,10612103
0832,제분,10612109
0832,제분,10612901
0832,제분,10612902
0832,제분,10613100
0841,원당,10720101
0842,정제당,10720102
0843,전분 및 당류,10620101
0843,전분 및 당류,10620102
0843,전분 및 당류,10620103
0843,전분 및 당류,10620109
0843,전분 및 당류,10620201
0843,전분 및 당류,10620202
0843,전분 및 당류,10620203
0843,전분 및 당류,10620209
0851,"떡, 빵 및 과자류",10711100
0851,"떡, 빵 및 과자류",10711200
0851,"떡, 빵 및 과자류",10712101
0851,"떡, 빵 및 과자류",10712102
0851,"떡, 빵 및 과자류",10712103
0851,"떡, 빵 및 과자류",10712109
0851,"떡, 빵 및 과자류",10712110
0851,"떡, 빵 및 과자류",10713101
0851,"떡, 빵 및 과자류",10713102
0851,"떡, 빵 및 과자류",10713103
0851,"떡, 빵 및 과자류",10713104
0851,"떡, 빵 및 과자류",10713201
0851,"떡, 빵 및 과자류",10713202
0851,"떡, 빵 및 과자류",10713203
0851,"떡, 빵 및 과자류",10713209
0852,면류,10730101
0852,면류,10730102
0852,면류,10730103
0852,면류,10730109
0852,면류,10730201
0852,면류,10730209
0861,조미료 및 첨가용식품,10741101
0861,조미료 및 첨가용식품,10741102
0861,조미료 및 첨가용식품,10741103
0861,조미료 및 첨가용식품,10741104
0861,조미료 및 첨가용식품,10742101
0861,조미료 및 첨가용식품,10742102
0861,조미료 및 첨가용식품,10742103
0861,조미료 및 첨가용식품,10742109
0861,조미료 및 첨가용식품,10742201
0861,조미료 및 첨가용식품,10742202
0861,조미료 및 첨가용식품,10742203
0861,조미료 및 첨가용식품,10742209
0861,조미료 및 첨가용식품,10743101
0861,조미료 및 첨가용식품,10743102
0861,조미료 및 첨가용식품,10743103
0861,조미료 및 첨가용식품,10743104
0861,조미료 및 첨가용식품,10743105
0861,조미료 및 첨가용식품,10743106
0861,조미료 및 첨가용식품,10743109
0861,조미료 및 첨가용식품,10749101
0861,조미료 및 첨가용식품,10749102
0861,조미료 및 첨가용식품,10749103
0861,조미료 및 첨가용식품,10749105
0861,조미료 및 첨가용식품,10749109
0862,유지,10219801
0862,유지,10401101
0862,유지,10401102
0862,유지,10401200
0862,유지,10401900
0862,유지,10402101
0862,유지,10402102
0862,유지,10402103
0862,유지,10402104
0862,유지,10402109
0862,유지,10402901
0862,유지,10402909
0862,유지,10403101
0862,유지,10403102
0862,유지,10403103
0862,유지,10403104
0862,유지,10403105
0862,유지,10403109
0871,과실 및 채소 가공품,10301100
0871,과실 및 채소 가공품,10302101
0871,과실 및 채소 가공품,10302109
0871,과실 및 채소 가공품,10309101
0871,과실 및 채소 가공품,10309102
0871,과실 및 채소 가공품,10309103
0871,과실 및 채소 가공품,10309104
0871,과실 및 채소 가공품,10309105
0871,과실 및 채소 가공품,10309201
0871,과실 및 채소 가공품,10309202
0871,과실 및 채소 가공품,10309203
0871,과실 및 채소 가공품,10309209
0871,과실 및 채소 가공품,10309301
0871,과실 및 채소 가공품,10309302
0871,과실 및 채소 가공품,10309309
0871,과실 및 채소 가공품,10309400
0871,과실 및 채소 가공품,10793103
0872,커피 및 차류,10791101
0872,커피 및 차류,10791102
0872,커피 및 차류,10791103
0872,커피 및 차류,10792101
0872,커피 및 차류,10792102
0872,커피 및 차류,10792103
0872,커피 및 차류,10792104
0872,커피 및 차류,10792105
0872,커피 및 차류,10792106
0872,커피 및 차류,10792109
0873,인삼 및 건강보조 식품,10795101
0873,인삼 및 건강보조 식품,10795102
0873,인삼 및 건강보조 식품,10795103
0873,인삼 및 건강보조 식품,10795104
0873,인삼 및 건강보조 식품,10795105
0873,인삼 및 건강보조 식품,10795106
0873,인삼 및 건강보조 식품,10795109
0873,인삼 및 건강보조 식품,10796101
0873,인삼 및 건강보조 식품,10796109
0873,인삼 및 건강보조 식품,10797101
0873,인삼 및 건강보조 식품,10797102
0873,인삼 및 건강보조 식품,10797103
0873,인삼 및 건강보조 식품,10797104
0873,인삼 및 건강보조 식품,10797109
0879,기타 식료품,10619101
0879,기타 식료품,10619102
0879,기타 식료품,10619103
0879,기타 식료품,10619109
0879,기타 식료품,10751101
0879,기타 식료품,10751102
0879,기타 식료품,10759101
0879,기타 식료품,10759102
0879,기타 식료품,10759103
0879,기타 식료품,10759109
0879,기타 식료품,10793101
0879,기타 식료품,10793102
0879,기타 식료품,10794101
0879,기타 식료품,10794102
0879,기타 식료품,10794109
0879,기타 식료품,10799101
0879,기타 식료품,10799109
0880,사료,10801101
0880,사료,10801102
0880,사료,10801103
0880,사료,10801104
0880,사료,10801105
0880,사료,10801106
0880,사료,10802101
0880,사료,10802102
0880,사료,10802109
0880,사료,10802200
0911,주정,11121100
0912,소주,11122100
0913,맥주,11112101
0913,맥주,11112102
0919,기타 주류,11111101
0919,기타 주류,11111102
0919,기타 주류,11119100
0919,기타 주류,11119201
0919,기타 주류,11119202
0919,기타 주류,11119209
0919,기타 주류,11129101
0919,기타 주류,11129102
0919,기타 주류,11129109
0920,비알콜음료 및 얼음,11201100
0920,비알콜음료 및 얼음,11202100
0920,비알콜음료 및 얼음,11209101
0920,비알콜음료 및 얼음,11209102
0920,비알콜음료 및 얼음,11209103
0920,비알콜음료 및 얼음,11209104
0920,비알콜음료 및 얼음,11209105
0920,비알콜음료 및 얼음,11209106
0920,비알콜음료 및 얼음,11209107
0920,비알콜음료 및 얼음,11209108
0920,비알콜음료 및 얼음,11209110
0920,비알콜음료 및 얼음,11209111
0920,비알콜음료 및 얼음,11209800
1000,담배,12000100
1000,담배,12000201
1000,담배,12000209
1111,천연 및 화학섬유사,13101100
1111,천연 및 화학섬유사,13101201
1111,천연 및 화학섬유사,13101202
1111,천연 및 화학섬유사,13102100
1111,천연 및 화학섬유사,13102201
1111,천연 및 화학섬유사,13102202
1111,천연 및 화학섬유사,13102203
1111,천연 및 화학섬유사,13102204
1111,천연 및 화학섬유사,13103101
1111,천연 및 화학섬유사,13103102
1111,천연 및 화학섬유사,13103103
1111,천연 및 화학섬유사,13109101
1111,천연 및 화학섬유사,13109109
1111,천연 및 화학섬유사,13401100
1111,천연 및 화학섬유사,13409101
1111,천연 및 화학섬유사,13409109
1119,기타섬유사,13104101
1119,기타섬유사,13104102
1119,기타섬유사,13104103
1119,기타섬유사,13104109
1119,기타섬유사,13401100
1119,기타섬유사,13409101
1119,기타섬유사,13409109
1121,천연 및 화학 섬유직물,13211101
1121,천연 및 화학 섬유직물,13211102
1121,천연 및 화학 섬유직물,13212101
1121,천연 및 화학 섬유직물,13212102
1121,천연 및 화학 섬유직물,13212103
1121,천연 및 화학 섬유직물,13212104
1121,천연 및 화학 섬유직물,13213101
1121,천연 및 화학 섬유직물,13213102
1121,천연 및 화학 섬유직물,13213103
1121,천연 및 화학 섬유직물,13213104
1121,천연 및 화학 섬유직물,13219101
1121,천연 및 화학 섬유직물,13219102
1121,천연 및 화학 섬유직물,13219200
1121,천연 및 화학 섬유직물,13402101
1121,천연 및 화학 섬유직물,13403101
1121,천연 및 화학 섬유직물,13409101
1121,천연 및 화학 섬유직물,13409109
1122,기타 섬유직물,13219301
1122,기타 섬유직물,13219302
1122,기타 섬유직물,13219309
1122,기타 섬유직물,13402101
1122,기타 섬유직물,13403101
1122,기타 섬유직물,13409101
1122,기타 섬유직물,13409109
1122,기타 섬유직물,13991100
1123,편조원단,13300101
1123,편조원단,13300102
1123,편조원단,13300103
1123,편조원단,13300109
1123,편조원단,13402101
1123,편조원단,13403101
1123,편조원단,13409101
1123,편조원단,13409109
1130,섬유표백 및 염색 임가공,13401sc1
1130,섬유표백 및 염색 임가공,13402sc1
1130,섬유표백 및 염색 임가공,13403sc1
1130,섬유표백 및 염색 임가공,13409sc1
1141,직물제품,13221101
1141,직물제품,13221102
1141,직물제품,13221103
1141,직물제품,13221104
1141,직물제품,13221105
1141,직물제품,13221106
1141,직물제품,13221109
1141,직물제품,13222100
1141,직물제품,13223100
1141,직물제품,13224101
1141,직물제품,13224103
1141,직물제품,13224109
1141,직물제품,13225100
1141,직물제품,13229101
1141,직물제품,13229102
1141,직물제품,13229103
1141,직물제품,13229104
1141,직물제품,13229109
1141,직물제품,13402102
1141,직물제품,13403102
1141,직물제품,13409101
1141,직물제품,13409109
1142,부직포 및 펠트,13992101
1142,부직포 및 펠트,13992102
1142,부직포 및 펠트,13992103
1142,부직포 및 펠트,13402102
1142,부직포 및 펠트,13403102
1142,부직포 및 펠트,13409101
1142,부직포 및 펠트,13409109
1149,기타 섬유제품,13402102
1149,기타 섬유제품,13403102
1149,기타 섬유제품,13409101
1149,기타 섬유제품,13409109
1149,기타 섬유제품,13910101
1149,기타 섬유제품,13910102
1149,기타 섬유제품,13921101
1149,기타 섬유제품,13921102
1149,기타 섬유제품,13921103
1149,기타 섬유제품,13922101
1149,기타 섬유제품,13922109
1149,기타 섬유제품,13922110
1149,기타 섬유제품,13993101
1149,기타 섬유제품,13993102
1149,기타 섬유제품,13993109
1149,기타 섬유제품,13994101
1149,기타 섬유제품,13994102
1149,기타 섬유제품,13994109
1149,기타 섬유제품,13999100
1149,기타 섬유제품,13999200
1149,기타 섬유제품,13999801
1149,기타 섬유제품,13999802
1149,기타 섬유제품,13999803
1149,기타 섬유제품,13999809
1151,봉제의류,13402102
1151,봉제의류,13403102
1151,봉제의류,13409101
1151,봉제의류,13409109
1151,봉제의류,14111101
1151,봉제의류,14111102
1151,봉제의류,14111103
1151,봉제의류,14111200
1151,봉제의류,14112101
1151,봉제의류,14112102
1151,봉제의류,14112103
1151,봉제의류,14112201
1151,봉제의류,14112202
1151,봉제의류,14120101
1151,봉제의류,14120102
1151,봉제의류,14120201
1151,봉제의류,14120202
1151,봉제의류,14120203
1151,봉제의류,14130100
1151,봉제의류,14191101
1151,봉제의류,14191102
1151,봉제의류,14191201
1151,봉제의류,14191202
1151,봉제의류,14192100
1151,봉제의류,14192200
1151,봉제의류,14192300
1151,봉제의류,14194100
1151,봉제의류,14199800
1152,편조의류,13401100
1152,편조의류,13409101
1152,편조의류,13409109
1152,편조의류,14300101
1152,편조의류,14300102
1152,편조의류,14300103
1152,편조의류,14300201
1152,편조의류,14300202
1152,편조의류,14300301
1152,편조의류,14300302
1152,편조의류,14300801
1152,편조의류,14300802
1153,가죽의류,14193101
1153,가죽의류,14193102
1153,가죽의류,13402102
1153,가죽의류,13403102
1153,가죽의류,13409101
1153,가죽의류,13409109
1154,모피의류 및 모피제품,14200101
1154,모피의류 및 모피제품,14200109
1154,모피의류 및 모피제품,14200200
1154,모피의류 및 모피제품,13402102
1154,모피의류 및 모피제품,13403102
1154,모피의류 및 모피제품,13409101
1154,모피의류 및 모피제품,13409109
1155,의복 관련 장신품,13402102
1155,의복 관련 장신품,13403102
1155,의복 관련 장신품,13409101
1155,의복 관련 장신품,13409109
1155,의복 관련 장신품,14411101
1155,의복 관련 장신품,14411102
1155,의복 관련 장신품,14419101
1155,의복 관련 장신품,14419109
1155,의복 관련 장신품,14491100
1155,의복 관련 장신품,14499101
1155,의복 관련 장신품,14499102
1155,의복 관련 장신품,14499801
1155,의복 관련 장신품,14499802
1155,의복 관련 장신품,14499803
1155,의복 관련 장신품,14499805
1155,의복 관련 장신품,14499806
1155,의복 관련 장신품,14499809
1155,의복 관련 장신품,14499900
1201,가죽,15110101
1201,가죽,15110102
1201,가죽,15110103
1201,가죽,15110109
1201,가죽,15110201
1201,가죽,15110209
1202,모피,15110301
1202,모피,15110401
1203,가방 및 핸드백,15121101
1203,가방 및 핸드백,15121102
1203,가방 및 핸드백,15129101
1203,가방 및 핸드백,15129102
1203,가방 및 핸드백,15129103
1203,가방 및 핸드백,15129104
1203,가방 및 핸드백,15129109
1203,가방 및 핸드백,15129200
1204,신발,15211101
1204,신발,15211102
1204,신발,15211103
1204,신발,15211104
1204,신발,15219101
1204,신발,15219102
1204,신발,15219109
1204,신발,15219201
1204,신발,15219202
1204,신발,15219203
1204,신발,15219301
1204,신발,15219302
1204,신발,15219303
1204,신발,15219309
1204,신발,15219801
1204,신발,15219809
1204,신발,15220101
1204,신발,15220102
1204,신발,15220109
1204,신발,15220119
1209,기타 가죽제품,15190101
1209,기타 가죽제품,15190102
1311,제재목,16101101
1311,제재목,16101102
1311,제재목,16101200
1311,제재목,16101900
1311,제재목,16102101
1311,제재목,16102102
1311,제재목,16102103
1311,제재목,16102104
1311,제재목,16102105
1311,제재목,16102109
1311,제재목,16103100
1312,합판,16211101
1312,합판,16211201
1312,합판,16211202
1313,강화 및 재생목재,16212101
1313,강화 및 재생목재,16212102
1313,강화 및 재생목재,16212103
1313,강화 및 재생목재,16212200
1321,건축용 목제품,16221101
1321,건축용 목제품,16221102
1321,건축용 목제품,16229101
1321,건축용 목제품,16229102
1322,목재용기 및 적재판,16231100
1322,목재용기 및 적재판,16232101
1322,목재용기 및 적재판,16232102
1322,목재용기 및 적재판,16232103
1329,기타 목제품,16291100
1329,기타 목제품,16291200
1329,기타 목제품,16292101
1329,기타 목제품,16292109
1329,기타 목제품,16299101
1329,기타 목제품,16299109
1329,기타 목제품,16300100
1329,기타 목제품,16300201
1329,기타 목제품,16300209
1410,펄프,17110101
1410,펄프,17110102
1410,펄프,17110109
1421,인쇄용지,17121100
1421,인쇄용지,17122101
1421,인쇄용지,17122102
1421,인쇄용지,17122103
1421,인쇄용지,17122104
1421,인쇄용지,17122105
1421,인쇄용지,17122106
1421,인쇄용지,17122109
1429,기타 원지 및 판지,17122107
1429,기타 원지 및 판지,17123100
1429,기타 원지 및 판지,17123201
1429,기타 원지 및 판지,17123202
1429,기타 원지 및 판지,17123209
1429,기타 원지 및 판지,17124101
1429,기타 원지 및 판지,17124102
1429,기타 원지 및 판지,17124103
1429,기타 원지 및 판지,17124109
1429,기타 원지 및 판지,17125101
1429,기타 원지 및 판지,17125109
1429,기타 원지 및 판지,17129800
1431,골판지 및 골판지가공품,17211100
1431,골판지 및 골판지가공품,17212101
1431,골판지 및 골판지가공품,17212109
1432,종이용기,17221101
1432,종이용기,17221102
1432,종이용기,17222100
1432,종이용기,17223101
1432,종이용기,17223102
1432,종이용기,17229801
1432,종이용기,17229802
1433,종이문구 및 사무용지,17901101
1433,종이문구 및 사무용지,17901102
1433,종이문구 및 사무용지,17901103
1433,종이문구 및 사무용지,17901104
1433,종이문구 및 사무용지,17901105
1433,종이문구 및 사무용지,17901106
1433,종이문구 및 사무용지,17901107
1433,종이문구 및 사무용지,17901109
1434,위생용 종이제품,17902101
1434,위생용 종이제품,17902102
1434,위생용 종이제품,17902103
1434,위생용 종이제품,17902104
1434,위생용 종이제품,17902109
1439,기타 종이제품,17903101
1439,기타 종이제품,17903102
1439,기타 종이제품,17903103
1439,기타 종이제품,17909101
1439,기타 종이제품,17909102
1439,기타 종이제품,17909103
1439,기타 종이제품,17909109
1500,인쇄 및 기록매체 복제,18111sc1
1500,인쇄 및 기록매체 복제,18112sc1
1500,인쇄 및 기록매체 복제,18113sc1
1500,인쇄 및 기록매체 복제,18119sc1
1500,인쇄 및 기록매체 복제,18119sc2
1500,인쇄 및 기록매체 복제,18119sc9
1500,인쇄 및 기록매체 복제,18121sc1
1500,인쇄 및 기록매체 복제,18122sc1
1500,인쇄 및 기록매체 복제,18129sc1
1500,인쇄 및 기록매체 복제,18200sc1
1500,인쇄 및 기록매체 복제,18121100
1500,인쇄 및 기록매체 복제,18200101
1500,인쇄 및 기록매체 복제,18200103
1500,인쇄 및 기록매체 복제,18200109
1610,석탄제품,19101101
1610,석탄제품,19101102
1610,석탄제품,19102101
1610,석탄제품,19102102
1621,나프타,19210108
1622,휘발유,19210101
1623,제트유,19210102
1624,등유,19210103
1625,경유,19210104
1626,중유,19210105
1626,중유,19210106
1626,중유,19210107
1627,액화석유가스,19210112
1627,액화석유가스,19210113
1627,액화석유가스,19210114
1628,정제혼합용 원료유,19210111
1631,윤활유 및 그리스,19221101
1631,윤활유 및 그리스,19221102
1631,윤활유 및 그리스,19221200
1639,기타 석유정제제품,19210110
1639,기타 석유정제제품,19229101
1639,기타 석유정제제품,19229102
1639,기타 석유정제제품,19229103
1639,기타 석유정제제품,19229109
1711,지방족 기초유분,20111101
1711,지방족 기초유분,20111102
1711,지방족 기초유분,20111103
1711,지방족 기초유분,20111104
1711,지방족 기초유분,20111109
1712,방향족 기초유분,20111202
1712,방향족 기초유분,20111203
1712,방향족 기초유분,20111205
1712,방향족 기초유분,20111206
1712,방향족 기초유분,20111208
1713,석유화학중간제품,20111201
1713,석유화학중간제품,20111204
1713,석유화학중간제품,20111207
1713,석유화학중간제품,20111209
1713,석유화학중간제품,20111301
1713,석유화학중간제품,20111302
1713,석유화학중간제품,20111303
1713,석유화학중간제품,20111309
1713,석유화학중간제품,20119201
1713,석유화학중간제품,20119202
1713,석유화학중간제품,20119203
1713,석유화학중간제품,20119204
1713,석유화학중간제품,20119205
1713,석유화학중간제품,20119206
1713,석유화학중간제품,20119207
1713,석유화학중간제품,20119208
1713,석유화학중간제품,20119209
1713,석유화학중간제품,20119301
1713,석유화학중간제품,20119302
1713,석유화학중간제품,20119303
1713,석유화학중간제품,20119304
1713,석유화학중간제품,20119305
1713,석유화학중간제품,20119306
1713,석유화학중간제품,20119307
1713,석유화학중간제품,20119308
1713,석유화학중간제품,20119310
1713,석유화학중간제품,20119311
1713,석유화학중간제품,20119319
1719,기타 기초유기화합물,20112101
1719,기타 기초유기화합물,20112109
1719,기타 기초유기화합물,20119101
1719,기타 기초유기화합물,20119102
1719,기타 기초유기화합물,20119401
1719,기타 기초유기화합물,20119402
1719,기타 기초유기화합물,20119403
1719,기타 기초유기화합물,20119404
1719,기타 기초유기화합물,20119405
1719,기타 기초유기화합물,20119406
1719,기타 기초유기화합물,20119407
1719,기타 기초유기화합물,20119408
1719,기타 기초유기화합물,20119410
1719,기타 기초유기화합물,20119411
1719,기타 기초유기화합물,20119412
1719,기타 기초유기화합물,20119413
1719,기타 기초유기화합물,20119414
1719,기타 기초유기화합물,20119415
1719,기타 기초유기화합물,20119416
1719,기타 기초유기화합물,20119417
1719,기타 기초유기화합물,20119418
1719,기타 기초유기화합물,20119420
1719,기타 기초유기화합물,20119429
1721,산업용 가스,20121101
1721,산업용 가스,20121102
1721,산업용 가스,20121103
1721,산업용 가스,20121104
1721,산업용 가스,20121105
1721,산업용 가스,20121106
1721,산업용 가스,20121107
1721,산업용 가스,20121109
1721,산업용 가스,20121200
1722,기초무기화합물,20129101
1722,기초무기화합물,20129102
1722,기초무기화합물,20129103
1722,기초무기화합물,20129104
1722,기초무기화합물,20129105
1722,기초무기화합물,20129106
1722,기초무기화합물,20129109
1722,기초무기화합물,20129201
1722,기초무기화합물,20129202
1722,기초무기화합물,20129203
1722,기초무기화합물,20129204
1722,기초무기화합물,20129205
1722,기초무기화합물,20129206
1722,기초무기화합물,20129207
1722,기초무기화합물,20129209
1722,기초무기화합물,20129301
1722,기초무기화합물,20129302
1722,기초무기화합물,20129309
1722,기초무기화합물,20129401
1722,기초무기화합물,20129402
1722,기초무기화합물,20129403
1722,기초무기화합물,20129404
1722,기초무기화합물,20129405
1722,기초무기화합물,20129406
1722,기초무기화합물,20129407
1722,기초무기화합물,20129408
1722,기초무기화합물,20129409
1722,기초무기화합물,20129419
1722,기초무기화합물,20129500
1722,기초무기화합물,20129601
1722,기초무기화합물,20129602
1723,"염료, 안료 및 유연제",20131101
1723,"염료, 안료 및 유연제",20131102
1723,"염료, 안료 및 유연제",20131103
1723,"염료, 안료 및 유연제",20131109
1723,"염료, 안료 및 유연제",20132101
1723,"염료, 안료 및 유연제",20132102
1723,"염료, 안료 및 유연제",20132201
1723,"염료, 안료 및 유연제",20132202
1723,"염료, 안료 및 유연제",20132203
1723,"염료, 안료 및 유연제",20132204
1723,"염료, 안료 및 유연제",20132205
1723,"염료, 안료 및 유연제",20132206
1723,"염료, 안료 및 유연제",20132207
1723,"염료, 안료 및 유연제",20132208
1723,"염료, 안료 및 유연제",20132210
1723,"염료, 안료 및 유연제",20132219
1723,"염료, 안료 및 유연제",20132301
1723,"염료, 안료 및 유연제",20132302
1801,합성수지,20202101
1801,합성수지,20202102
1801,합성수지,20202103
1801,합성수지,20202104
1801,합성수지,20202105
1801,합성수지,20202106
1801,합성수지,20202107
1801,합성수지,20202108
1801,합성수지,20202111
1801,합성수지,20202112
1801,합성수지,20202113
1801,합성수지,20202114
1801,합성수지,20202115
1801,합성수지,20202116
1801,합성수지,20202117
1801,합성수지,20202118
1801,합성수지,20202120
1801,합성수지,20202121
1801,합성수지,20202122
1801,합성수지,20202123
1801,합성수지,20202124
1801,합성수지,20202800
1801,합성수지,20203101
1801,합성수지,20203102
1802,합성고무,20201101
1802,합성고무,20201102
1802,합성고무,20201103
1802,합성고무,20201109
1900,화학섬유,20501101
1900,화학섬유,20501102
1900,화학섬유,20501103
1900,화학섬유,20501104
1900,화학섬유,20501105
1900,화학섬유,20501109
1900,화학섬유,20502101
1900,화학섬유,20502102
1900,화학섬유,20502103
1900,화학섬유,20502109
2000,의약품,21101100
2000,의약품,21102101
2000,의약품,21102109
2000,의약품,21210100
2000,의약품,21220100
2000,의약품,21230100
2000,의약품,21300101
2000,의약품,21300102
2000,의약품,21300109
2101,비료 및 질소화합물,20311101
2101,비료 및 질소화합물,20311102
2101,비료 및 질소화합물,20311103
2101,비료 및 질소화합물,20311104
2101,비료 및 질소화합물,20311109
2101,비료 및 질소화합물,20311200
2101,비료 및 질소화합물,20311301
2101,비료 및 질소화합물,20311309
2101,비료 및 질소화합물,20312101
2101,비료 및 질소화합물,20312109
2101,비료 및 질소화합물,20313101
2101,비료 및 질소화합물,20313102
2102,살충제 및 농약,20321101
2102,살충제 및 농약,20321201
2102,살충제 및 농약,20321202
2102,살충제 및 농약,20321203
2102,살충제 및 농약,20321204
2102,살충제 및 농약,20321209
2102,살충제 및 농약,20322101
2102,살충제 및 농약,20322201
2102,살충제 및 농약,20322202
2102,살충제 및 농약,20322203
2102,살충제 및 농약,20322204
2102,살충제 및 농약,20322209
2211,도료,20411101
2211,도료,20411102
2211,도료,20411103
2211,도료,20411104
2211,도료,20411105
2211,도료,20411106
2211,도료,20411107
2211,도료,20411109
2211,도료,20411110
2211,도료,20411111
2211,도료,20411112
2211,도료,20411800
2211,도료,20412100
2211,도료,20413200
2212,잉크,20413101
2212,잉크,20413102
2212,잉크,20413103
2212,잉크,20413109
2221,"비누, 세제 및 치약",20421101
2221,"비누, 세제 및 치약",20421102
2221,"비누, 세제 및 치약",20422101
2221,"비누, 세제 및 치약",20422102
2221,"비누, 세제 및 치약",20422103
2221,"비누, 세제 및 치약",20422201
2221,"비누, 세제 및 치약",20422202
2221,"비누, 세제 및 치약",20422209
2221,"비누, 세제 및 치약",20422300
2221,"비누, 세제 및 치약",20422400
2222,화장품,20423101
2222,화장품,20423102
2222,화장품,20423103
2222,화장품,20423104
2222,화장품,20423105
2222,화장품,20423106
2222,화장품,20423107
2222,화장품,20423108
2222,화장품,20423110
2222,화장품,20423111
2222,화장품,20423112
2222,화장품,20423113
2222,화장품,20423114
2222,화장품,20423115
2222,화장품,20423116
2222,화장품,20423117
2222,화장품,20423800
2291,접착제 및 젤라틴,20493101
2291,접착제 및 젤라틴,20493102
2291,접착제 및 젤라틴,20493200
2292,사진용 화학제품 및 감광재료,20491101
2292,사진용 화학제품 및 감광재료,20491102
2292,사진용 화학제품 및 감광재료,20491103
2292,사진용 화학제품 및 감광재료,20491105
2299,기타 화학제품,20424101
2299,기타 화학제품,20424102
2299,기타 화학제품,20424103
2299,기타 화학제품,20424109
2299,기타 화학제품,20492100
2299,기타 화학제품,20494101
2299,기타 화학제품,20494102
2299,기타 화학제품,20494103
2299,기타 화학제품,20494104
2299,기타 화학제품,20495101
2299,기타 화학제품,20495102
2299,기타 화학제품,20495103
2299,기타 화학제품,20495109
2299,기타 화학제품,20499101
2299,기타 화학제품,20499102
2299,기타 화학제품,20499103
2299,기타 화학제품,20499104
2299,기타 화학제품,20499109
2299,기타 화학제품,20499201
2299,기타 화학제품,20499203
2299,기타 화학제품,20499204
2299,기타 화학제품,20499205
2299,기타 화학제품,20499206
